word,noun,adjective,verb,phrasal verb,adverb
Chelsea tractor,1,0,0,0,0
chemist,1,0,0,0,0
cheered,0,0,1,0,0
chef,1,0,0,0,0
cherry,1,1,0,0,0
cheesecloth,1,0,0,0,0
cheque run,1,0,0,0,0
chemical equation,1,0,0,0,0
chemical formula,1,0,0,0,0
chemical engineer,1,0,0,0,0
cheerless,0,1,0,0,0
cheerily,0,0,0,0,1
cherishing,0,0,1,0,0
cheesecake,1,0,0,0,0
cherished,0,1,0,0,0
chemical engineering,1,0,0,0,0
chemsex,1,0,0,0,0
cheque guarantee card,1,0,0,0,0
cheesed off,0,1,0,0,0
cheque rate,1,0,0,0,0
Chennai,1,0,0,0,0
chemistry,1,0,0,0,0
chequered,0,1,0,0,0
cheerlessness,1,0,0,0,0
chemical bond,1,0,0,0,0
cheeseparing,1,0,0,0,0
chefs-d'oeuvre,0,0,0,0,0
chems,1,0,0,0,0
chemotherapy,1,0,0,0,0
cheque kiting,1,0,0,0,0
cherry tomato,1,0,0,0,0
cheque card,1,0,0,0,0
cheer,0,0,1,1,0
cherish,0,0,1,0,0
cherubic,0,1,0,0,0
chemical,1,1,0,0,1
cheroot,1,0,0,0,0
cheeseburger,1,0,0,0,0
cherub,1,0,0,0,0
chervil,1,0,0,0,0
cherubim,0,0,0,0,0
chess,1,0,0,0,0
chest-thumping,1,1,0,0,0
cherry picker,1,0,0,0,0
chemical element,1,0,0,0,0
chemically,0,0,0,0,1
chess set,1,0,0,0,0
chessboard,1,0,0,0,0
chewed,0,0,1,0,0
cherry-pick,1,0,1,0,0
Cheshire,1,0,0,0,0
chesterfield,1,0,0,0,0
chew,0,0,1,1,0
chest,1,0,0,0,0
Chicago Board of Trade,1,0,0,0,0
-chested,0,0,0,0,0
Chicago,1,0,0,0,0
chevron,1,0,0,0,0
chicanery,1,0,0,0,0
chewy,0,1,0,0,0
chia,1,0,0,0,0
chicane,1,0,0,0,0
chest bump,1,0,1,0,0
Chicago Board Options Exchange,1,0,0,0,0
Chicago Mercantile Exchange,1,0,0,0,0
chesty,0,1,0,0,0
chestnut,1,1,0,0,0
chest of drawers,1,0,0,0,0
chi,1,0,0,0,0
chelate,1,0,1,0,0
chic,1,1,0,0,0
Chicano,1,0,0,0,0
chick flick,1,0,0,0,0
CHF,1,0,0,0,0
chicken wire,1,0,0,0,0
chief information officer,1,0,0,0,0
child support,1,0,0,0,0
chihuahua,1,0,0,0,0
chicken,0,0,1,1,0
child,1,1,0,0,0
chick lit,1,0,0,0,0
chief operating officer,1,0,0,0,0
chief financial officer,1,0,0,0,0
child care,1,0,0,0,0
child molester,1,0,0,0,0
chieftain,1,0,0,0,0
chief knowledge officer,1,0,0,0,0
chiffon,1,1,0,0,0
child prodigy,1,0,0,0,0
child abuse,1,0,0,0,0
chickenshit,1,1,0,0,0
chief constable,1,0,0,0,0
chiaroscuro,1,0,0,0,0
chide,0,0,1,0,0
chiding,0,0,1,0,0
chickenpox,1,0,0,0,0
chick,1,0,0,0,0
chided,0,0,1,0,0
chief executive,1,0,0,0,0
chief executive officer,1,0,0,0,0
chickenfeed,1,0,0,0,0
child labour,1,0,0,0,0
chicory,1,0,0,0,0
chignon,1,0,0,0,0
chief,1,1,0,0,0
chiefly,0,0,0,0,1
child-rearing,1,0,0,0,0
chickpea,1,0,0,0,0
children's home,1,0,0,0,0
childbearing,1,1,0,0,0
childrenswear,1,0,0,0,0
chief justice,1,0,0,0,0
child benefit,1,0,0,0,0
chiefs of staff,0,0,0,0,0
child-friendly,0,1,0,0,0
chimerical,0,1,0,0,0
chilly,0,1,0,0,0
childbirth,1,0,0,0,0
chime,0,0,1,1,0
childhood,1,0,0,0,0
child-centred,0,1,0,0,0
chimera,1,0,0,0,0
childproof,0,1,0,0,0
childmind,0,0,1,0,0
chilling,0,1,0,0,0
chili (pepper),1,0,0,0,0
chili powder,1,0,0,0,0
chief whip,1,0,0,0,0
chimed,0,0,1,0,0
childishly,0,0,0,0,1
chilies,0,0,0,0,0
chiminea,1,0,0,0,0
chill,0,0,1,1,0
child-free,0,1,0,0,0
chin rest,1,0,0,0,0
chillingly,0,0,0,0,1
chillies,0,0,0,0,0
childcare,1,0,0,0,0
chip card,1,0,0,0,0
Chinatown,1,0,0,0,0
Chilean,1,1,0,0,0
chimney stack,1,0,0,0,0
chilled,0,1,0,0,0
chip,0,0,1,1,0
chili,1,0,0,0,0
childminded,0,0,1,0,0
chimpanzee,1,0,0,0,0
chinoiserie,1,0,0,0,0
Chinese chequers,1,0,0,0,0
Chinese,1,1,0,0,0
chili con carne,1,0,0,0,0
chipboard,1,0,0,0,0
Chinese puzzle,1,0,0,0,0
chinos,1,0,0,0,0
childlike,0,1,0,0,0
chipped,0,1,0,0,0
chillax,0,0,1,0,0
chip shop,1,0,0,0,0
childminding,1,0,0,0,0
Chinese lantern,1,0,0,0,0
chips,1,0,0,0,0
chip and PIN,1,0,0,0,0
chintzy,0,1,0,0,0
childlessness,1,0,0,0,0
childless,0,1,0,0,0
chill room,1,0,0,0,0
Chinese New Year,1,0,0,0,0
chimney,1,0,0,0,0
chimney sweep,1,0,0,0,0
chipmunk,1,0,0,0,0
chiseled,0,1,0,0,0
chloride,1,0,0,0,0
chiropodist,1,0,0,0,0
chlorinate,0,0,1,0,0
chitchat,1,0,0,0,0
chipset,1,0,0,0,0
chink,1,0,1,0,0
chinook,1,0,0,0,0
chipper,0,1,0,0,0
chipotle,1,0,0,0,0
childminder,1,0,0,0,0
chivvying,0,0,1,0,0
chirpy,0,1,0,0,0
choc ice,1,0,0,0,0
choccy,1,0,0,0,0
chinwag,1,0,0,0,0
chirpiness,1,0,0,0,0
china,1,0,0,0,0
children,1,0,0,0,0
-chinned,0,0,0,0,0
chippy,1,1,0,0,0
chlorophyll,1,0,0,0,0
chimney breast,1,0,0,0,0
chock,1,0,0,0,0
chinless wonder,1,0,0,0,0
Chinese wall,1,0,0,0,0
chinking,0,0,1,0,0
chiming,0,0,1,0,0
chin,1,0,0,0,0
chinless,0,1,0,0,0
chirping,0,0,1,0,0
chocolate-box,0,1,0,0,0
chivvied,0,0,1,0,0
chock-a-block,0,1,0,0,0
chipolata,1,0,0,0,0
chirped,0,0,1,0,0
chisel,1,0,1,0,0
chirpily,0,0,0,0,1
chinked,0,0,1,0,0
choked,0,1,0,0,0
chipping,1,0,0,0,0
chiselled,0,1,0,0,0
chocolate,1,1,0,0,0
chintz,1,0,0,0,0
chlamydia,1,0,0,0,0
chinchilla,1,0,0,0,0
chocka,0,1,0,0,0
chocoholic,1,0,0,0,0
chocolatey,0,1,0,0,0
chocker,0,1,0,0,0
chivalry,1,0,0,0,0
choir,1,0,0,0,0
cholesterol,1,0,0,0,0
chlorine,1,0,0,0,0
chock-full,0,1,0,0,0
chive,0,1,0,0,0
choking,0,0,1,0,0
chlorinated,0,1,0,0,0
chop,1,0,1,0,0
chondrosarcoma,1,0,0,0,0
chlorofluorocarbon,1,0,0,0,0
chomp,0,0,1,0,0
chit,1,0,0,0,0
choker,1,0,0,0,0
choke,0,0,1,1,0
chivvy,0,0,1,0,0
chook,1,0,0,0,0
chivalrous,0,1,0,0,0
chophouse,1,0,0,0,0
chiropody,1,0,0,0,0
chopping,0,0,0,0,0
chloroform,1,0,1,0,0
chop shop,1,0,0,0,0
choosy,0,1,0,0,0
chorda,1,0,0,0,0
chomped,0,0,1,0,0
chivalrously,0,0,0,0,1
chord,1,0,0,0,0
choosing,0,0,0,0,0
chocolatier,1,0,0,0,0
chopstick,1,0,0,0,0
chordophone,1,0,0,0,0
chop suey,1,0,0,0,0
chortling,0,0,1,0,0
chorused,0,0,1,0,0
chose,0,0,1,0,0
cleave,0,0,1,1,0
clef,1,0,0,0,0
clementine,1,0,0,0,0
clematis,1,0,0,0,0
clench,0,0,1,0,0
click fraud,1,0,0,0,0
clickable,0,1,0,0,0
clicked,0,0,1,0,0
cleft lip,1,0,0,0,0
cleft stick,1,0,0,0,0
cleft palate,1,0,0,0,0
cleft sentence,1,0,0,0,0
clenched,0,0,1,0,0
clerical assistant,1,0,0,0,0
clerical,0,1,0,0,0
clerked,0,0,1,0,0
cleverness,1,0,0,0,0
clergyman,1,0,0,0,0
click and collect,1,1,0,0,0
clenching,0,0,1,0,0
click,0,0,1,1,0
clerical collar,1,0,0,0,0
click rate,1,0,0,0,0
clement,0,1,0,0,0
clergywoman,1,0,0,0,0
cleft,1,1,0,0,0
cleaver,1,0,0,0,0
cleric,1,0,0,0,0
clerking,0,0,1,0,0
Cleveland,1,0,0,0,0
clever-clever,0,1,0,0,0
clemency,1,0,0,0,0
clergy,1,0,0,0,0
clever,0,1,0,0,1
cliché,1,0,0,0,0
cleverly,0,0,0,0,1
cliché-ridden,0,1,0,0,0
clicking,0,0,1,0,0
clichéd,0,1,0,0,0
clerk,1,0,1,0,0
clicker,1,0,0,0,0
clickpath,1,0,0,0,0
client,1,0,0,0,0
client state,1,0,0,0,0
clicktivist,1,0,0,0,0
CLIL,1,0,0,0,0
client base,1,0,0,0,0
climbing,1,1,0,0,0
climatologist,1,0,0,0,0
climatarian,1,0,0,0,0
clientele,1,0,0,0,0
clicktivism,1,0,0,0,0
clickbait,1,0,0,0,0
climate,1,1,0,0,0
climate crisis,1,0,0,0,0
client account,1,0,0,0,0
climb,0,0,1,1,0
climate emergency,1,0,0,0,0
cline,1,0,0,0,0
clinching,0,0,1,0,0
clifftop,1,0,0,0,0
clinical,0,1,0,0,0
climactic,0,1,0,0,0
clinic,1,0,0,0,0
clin.,0,0,0,0,0
climbdown,1,0,0,0,0
clingy,0,1,0,0,0
cliff edge,1,0,0,0,0
climatological,0,1,0,0,0
cling,0,0,1,1,0
climaxing,0,0,1,0,0
cling film,1,0,0,0,0
clinging,0,1,0,0,0
climax,1,0,1,0,0
clinical thermometer,1,0,0,0,0
climaxed,0,0,1,0,0
clip,1,0,1,0,0
clink,1,0,1,0,0
clinker,1,0,0,0,0
clinked,0,0,1,0,0
clip-on,1,1,0,0,0
cliff,1,0,0,0,0
cliffhanger,1,0,0,0,0
clippers,1,0,0,0,0
climber,1,0,0,0,0
clickstream,1,0,0,0,0
cloak-and-dagger,0,1,0,0,0
clipboard,1,0,0,0,0
climatic,0,1,0,0,0
clitoridis,1,0,0,0,0
clipper,1,0,0,0,0
clinical governance,1,0,0,0,0
cliquiest,0,0,0,0,0
climate change,1,0,0,0,0
cloaking,0,0,1,0,0
clinician,1,0,0,0,0
cloakroom,1,0,0,0,0
climatology,1,0,0,0,0
clinically,0,0,0,0,1
clinically depressed,0,1,0,0,0
clinical depression,1,0,0,0,0
climbing frame,1,0,0,0,0
clinically obese,0,1,0,0,0
clinical obesity,1,0,0,0,0
clime,1,0,0,0,0
climbing wall,1,0,0,0,0
climbed,0,0,1,0,0
clinking,1,1,0,0,0
cloak,1,0,1,0,0
clobber,1,0,1,0,0
clip joint,1,0,0,0,0
clip art,1,0,0,0,0
clip-clop,1,0,1,0,0
client-server,0,1,0,0,0
clocked,0,0,1,0,0
clinch,1,0,1,0,0
clipped,0,1,0,0,0
cloche,1,0,0,0,0
clock tower,1,0,0,0,0
clobbered,0,0,1,0,0
clincher,1,0,0,0,0
clock,0,0,1,1,0
clinched,0,0,1,0,0
clock speed,1,0,0,0,0
cloaked,0,0,1,0,0
clock-watching,1,0,0,0,0
close,0,0,1,1,0
clod,1,0,0,0,0
clitoris,1,0,0,0,0
close call,1,0,0,0,0
clobbering,0,0,1,0,0
close shave,1,0,0,0,0
clock-watcher,1,0,0,0,0
cloning,1,1,0,0,0
clocking,0,0,1,0,0
clock radio,1,0,0,0,0
clockwise,0,1,0,0,1
close season,1,0,0,0,0
cloister,1,0,0,0,0
clodhopping,0,1,0,0,0
clockwork,1,0,0,0,0
clogged,0,1,0,0,0
clique,1,0,0,0,0
clodhopper,1,0,0,0,0
cliquier,0,0,0,0,0
cloned,0,0,1,0,0
cloistered,0,1,0,0,0
close company,1,0,0,0,0
clog,1,0,1,0,0
clipping,1,0,0,0,0
clitoral,0,1,0,0,0
cliquey,0,1,0,0,0
clit,1,0,0,0,0
close-cropped,0,1,0,0,0
close-fitting,0,1,0,0,0
close-down,1,0,0,0,0
close-grained,0,1,0,0,0
close-run,0,1,0,0,0
close-up,1,0,0,0,0
close-set,0,1,0,0,0
closing balance,1,0,0,0,0
closet,1,1,1,0,0
closed,0,1,0,0,0
closing entry,1,0,0,0,0
closing date,1,0,0,0,0
closely,0,0,0,0,1
close-knit,0,1,0,0,0
closed bid,1,0,0,0,0
closed market,1,0,0,0,0
closed book,1,0,0,0,0
closed-end investment company,1,0,0,0,0
closed-end fund,1,0,0,0,0
closed-door,0,1,0,0,0
closed season,1,0,0,0,0
closed company,1,0,0,0,0
closely held company,1,0,0,0,0
closed-circuit television,1,0,0,0,0
closeup,1,0,0,0,0
closed-circuit,0,1,0,0,0
closeout,1,0,0,0,0
closing time,1,0,0,0,0
closed shop,1,0,0,0,0
closed-door policy,1,0,0,0,0
closed-casket,0,1,0,0,0
closeted,0,1,0,0,0
closing,1,1,0,0,0
closeness,1,0,0,0,0
closing statement,1,0,0,0,0
closeting,0,0,1,0,0
closed-end,0,1,0,0,0
cloth-eared,0,1,0,0,0
closing stock,1,0,0,0,0
clothed,0,1,0,0,0
closure,1,0,0,0,0
clothe,0,0,1,0,0
cloth,1,0,0,0,0
clone,1,0,1,0,0
clothes basket,1,0,0,0,0
closing price,1,0,0,0,0
clot,1,0,1,0,0
clothes hanger,1,0,0,0,0
clothes brush,1,0,0,0,0
clothespin,1,0,0,0,0
closing-down sale,1,0,0,0,0
clothes peg,1,0,0,0,0
cloud chamber,1,0,0,0,0
clothesline,1,0,0,0,0
clothes horse,1,0,0,0,0
clotting,1,0,0,0,0
cloud on title,1,0,0,0,0
cloud computing,1,0,0,0,0
cloudy,0,1,0,0,0
cloud,0,0,1,1,0
cloven,0,1,1,0,0
clouted,0,0,1,0,0
cloudburst,1,0,0,0,0
clouding,0,0,1,0,0
club accounts,1,0,0,0,0
cloy,0,0,1,0,0
clothes,1,0,0,0,0
clowned,0,0,1,0,0
cloud bank,1,0,0,0,0
clout,1,0,1,0,0
cloture,1,0,0,0,0
clotted cream,1,0,0,0,0
clowning,0,0,1,0,0
cloud cuckoo land,0,0,0,0,0
cloud seeding,1,0,0,0,0
cloudless,0,1,0,0,0
cloverleaf,1,0,0,0,0
cloud-capped,0,1,0,0,0
cloyingly,0,0,0,0,1
cloying,0,1,0,0,0
clozapine,1,0,0,0,0
clouded,0,0,1,0,0
cloudware,1,0,0,0,0
CLU,0,0,0,0,0
club account,1,0,0,0,0
clouting,0,0,1,0,0
club soda,1,0,0,0,0
club sandwich,1,0,0,0,0
clubbing,1,0,0,0,0
clubland,1,0,0,0,0
clubhouse,1,0,0,0,0
clown,1,0,1,0,0
cloze test,1,0,0,0,0
clubs,0,0,0,0,0
cluck,0,0,1,0,0
club,0,0,1,1,0
clotted,0,0,0,0,0
clue,0,0,1,1,0
clucking,0,0,1,0,0
clueless,0,1,0,0,0
clued up,0,1,0,0,0
clumped,0,0,1,0,0
clumsily,0,0,0,0,1
clubber,1,0,0,0,0
clumping,0,0,1,0,0
clubbed,0,0,0,0,0
clumsy,0,1,0,0,0
clump,1,0,1,0,0
clucked,0,0,1,0,0
clunker,1,0,0,0,0
clothing,1,0,0,0,0
clumsiness,1,0,0,0,0
cluttering,0,1,1,0,0
cluster,1,0,1,0,0
clutter,1,0,1,0,0
cluster analysis,1,0,0,0,0
clover,1,0,0,0,0
cluster headache,1,0,0,0,0
clownfish,1,0,0,0,0
clunk,1,0,1,0,0
cluster bomb,1,0,0,0,0
cloud,1,0,1,0,0
clusterfuck,1,0,0,0,0
clustered,0,0,1,0,0
cloverleaves,0,0,0,0,0
CLV,1,0,0,0,0
clustering,0,0,1,0,0
clutch bag,1,0,0,0,0
clutch,0,0,1,1,0
clutched,0,0,1,0,0
clung,0,0,1,0,0
clutches,0,0,0,0,0
clutching,0,0,1,0,0
Clwyd,1,0,0,0,0
clove,1,0,1,0,0
cm,1,0,0,0,0
CMBS,1,0,0,0,0
CMA,0,0,0,0,0
CMOs,1,0,0,0,0
clucky,0,1,0,0,0
clunky,0,1,0,0,0
CMM,1,0,0,0,0
CNC,0,0,0,0,0
CNP,0,0,0,0,0
CMYK,1,0,0,0,0
CNN,1,0,0,0,0
co-starring,0,0,0,0,0
CND,1,0,0,0,0
CNS,1,0,0,0,0
CMV,1,0,0,0,0
CNA,1,0,0,0,0
co-determination,1,0,0,0,0
co-,1,0,0,0,0
co-existence,1,0,0,0,0
co-owner,1,0,0,0,0
co-housing,1,0,0,0,0
co-mingle,0,0,1,0,0
co-parent,1,0,1,0,0
co-existing,0,0,1,0,0
co-head,1,0,0,0,0
co-sister,1,0,0,0,0
co-ed,1,1,0,0,0
co-opted,0,0,1,0,0
co-respondent,1,0,0,0,0
co-sponsor,1,0,1,0,0
co-exist,0,0,1,0,0
co-living,1,0,0,0,0
co-ownership,1,0,0,0,0
co-own,0,0,1,0,0
co-brother,1,0,0,0,0
co-manage,0,0,1,0,0
co-existed,0,0,1,0,0
co-found,1,0,1,0,0
co-op,1,0,0,0,0
co-opting,0,0,1,0,0
co-manager,1,0,0,0,0
co-chairman,1,0,0,0,0
co-pilot,1,0,0,0,0
co-production,1,0,0,0,0
co-star,1,0,1,0,0
co-wife,1,0,0,0,0
co-worker,1,0,0,0,0
co-CEO,1,0,0,0,0
co-author,1,0,1,0,0
co-insurance,1,0,0,0,0
co-starred,0,0,0,0,0
cluttered,0,1,0,0,0
co-wives,0,0,0,0,0
co-opt,0,0,1,0,0
co-writer,1,0,0,0,0
co-written,0,0,0,0,0
co-write,0,0,1,0,0
coal mining,1,0,0,0,0
coalfield,1,0,0,0,0
co-wrote,0,0,0,0,0
coarsened,0,0,1,0,0
coarsen,0,0,1,0,0
coal tar,1,0,0,0,0
coal scuttle,1,0,0,0,0
coalface,1,0,0,0,0
coastal,0,1,0,0,0
coarseness,1,0,0,0,0
coarticulation,1,0,0,0,0
co-writing,0,0,0,0,0
coarsely,0,0,0,0,1
Coast Guardsman,1,0,0,0,0
coach class,1,0,0,0,1
coal-fired,0,1,0,0,0
.co.uk,0,0,0,0,0
coached,0,0,1,0,0
coalition,1,0,0,0,0
coasted,0,0,1,0,0
coach station,1,0,0,0,0
cochleae,0,0,0,0,0
coccyx,1,0,0,0,0
cochineal,1,0,0,0,0
cochlea,1,1,0,0,0
coalesce,0,0,1,0,0
coasteering,1,0,0,0,0
coal miner,1,0,0,0,0
cochlear implant,1,0,0,0,0
coagulated,0,0,1,0,0
coalescence,1,0,0,0,0
cochlear,0,1,0,0,0
cock-a-hoop,0,1,0,0,0
coastal elite,1,0,0,0,0
coarse,1,1,0,0,1
coagulation,1,0,0,0,0
coaching,1,1,0,0,0
cock-a-doodle-do,0,0,0,0,0
cocaine,1,0,0,0,0
coal mine,1,0,0,0,0
coaxingly,0,0,0,0,1
cobbled,0,1,0,0,0
cob,1,0,0,0,0
cock-and-bull story,1,0,0,0,0
coconut shy,1,0,0,0,0
coaxed,1,0,1,0,1
coats of arms,0,0,0,0,0
cockade,1,0,0,0,0
coati,1,0,0,0,0
coarctation of the aorta,1,0,0,0,0
coconut milk,1,0,0,0,0
cock of the walk,1,0,0,0,0
cocooning,0,0,1,0,0
cocktail party,1,0,0,0,0
coal bunker,1,0,0,0,0
cocooned,0,0,1,0,0
coach,1,0,1,0,1
coastline,1,0,0,0,0
coat hanger,1,0,0,0,0
cocker spaniel,1,0,0,0,0
cock-a-leekie,1,0,0,0,0
coalescing,0,0,1,0,0
cock-a-doodle-doo,1,0,0,0,0
cockamamie,0,1,0,0,0
coastguard,1,0,0,0,0
cocoa,1,0,0,0,0
cock,1,0,1,0,0
cobra,1,0,0,0,0
cock-up,1,0,0,0,0
COBOL,1,0,0,0,0
coarsening,0,0,1,0,0
coaxing,1,0,0,0,0
cockle,1,0,0,0,0
cobnut,1,0,0,0,0
coed,1,1,0,0,0
codices,0,0,0,0,0
coaster,1,0,0,0,0
coccyges,0,0,0,0,0
cockney rhyming slang,1,0,0,0,0
cobweb,1,0,0,0,0
codswallop,1,0,0,0,0
cobalt,1,1,0,0,0
coated,0,1,0,0,0
cockapoo,1,0,0,0,0
coding,0,0,1,0,0
Code of Banking Practice,1,0,0,0,0
cocoa butter,1,0,0,0,0
code switch,0,0,1,0,0
codify,0,0,1,0,0
coat-tails,1,0,0,0,0
cockatoo,1,0,0,0,0
coax,0,0,1,1,0
codifying,0,0,1,0,0
cod,1,1,0,0,1
codeshare,1,0,1,0,0
coconut butter,1,0,0,0,0
code name,1,0,1,0,0
coddled,0,0,1,0,0
codpiece,1,0,0,0,0
cod liver oil,1,0,0,0,0
cocktail stick,1,0,0,0,0
codon,1,0,0,0,0
cockcrow,1,0,0,0,0
codicil,1,0,0,0,0
codger,1,0,0,0,0
code-sharing,1,0,0,0,0
coconut matting,1,0,0,0,0
cocksure,0,1,0,0,0
coconut,1,0,0,0,0
codification,1,0,0,0,0
coeducation,1,0,0,0,0
coaxial,0,1,0,0,0
cockerel,1,0,0,0,0
cocked,0,1,0,0,0
coenzyme,1,0,0,0,0
code,1,1,1,0,0
coder,1,0,0,0,0
cocoon,1,0,1,0,0
cockeyed,0,1,0,0,1
codeine,1,0,0,0,0
cocoa bean,1,0,0,0,0
codified,0,0,1,0,0
coeducational,0,1,0,0,0
cockney,1,1,0,0,0
cocking,0,0,1,0,0
coda,1,0,0,0,0
cocky,0,1,0,0,0
cock,0,0,1,1,0
cocktail lounge,1,0,0,0,0
cockroach,1,0,0,0,0
code of practice,1,0,0,0,0
coelenterate,1,0,0,0,0
coddle,0,0,1,0,0
cockpit,1,0,0,0,0
coded,0,1,0,0,0
code monkey,1,0,0,0,0
code of conduct,1,0,0,0,0
code violation,1,0,0,0,0
code word,1,0,0,0,0
codependency,1,0,0,0,0
codec,1,0,0,0,0
cocktail dress,1,0,0,0,0
coefficient,1,0,0,0,0
codex,1,0,0,0,0
codependent,0,1,0,0,0
cocktease,1,0,0,0,0
code division multiple access,1,0,0,0,0
code switching,1,0,0,0,0
cockchafer,1,0,0,0,0
coconut cream,1,0,0,0,0
coerced,0,0,1,0,0
coeval,1,1,0,0,0
coercive control,1,0,0,0,0
coexist,1,0,1,0,0
coerce,1,1,1,0,0
coercing,0,0,1,0,0
coffee,1,0,0,0,0
coercive,0,1,0,0,0
coercion,1,0,0,0,0
coffee break,1,0,0,0,0
coffee klatch,1,0,0,0,0
coffee grinder,1,0,0,0,0
coffee bean,1,0,0,0,0
coffee bar,1,0,0,0,0
coffee maker,1,0,0,0,0
coffee-table book,1,0,0,0,0
coexistence,1,0,0,0,0
coffee morning,1,0,0,0,0
coffee house,1,0,0,0,0
coffeemaker,1,0,0,0,0
coddling,0,0,1,0,0
coffee-coloured,0,1,0,0,0
coffee machine,1,0,0,0,0
coffee shop,1,0,0,0,0
coffee cake,1,0,0,0,0
coffee pot,1,0,0,0,0
cofferdam,1,0,0,0,0
coffeehouse,1,0,0,0,0
coeliac disease,1,0,0,0,0
coffee table,1,0,0,0,0
coequal,1,1,0,0,0
cognitive therapy,1,0,0,0,0
coffers,0,0,0,0,0
coffin dodger,1,0,0,0,0
cognitive bias,1,0,0,0,0
cogitate,0,0,1,0,0
cognitive,0,1,0,0,0
coincident,0,1,0,0,0
coincidence,1,1,0,0,1
cognate,1,1,0,0,0
COGS,1,0,0,0,0
cognitive dissonance,1,0,0,0,0
cognitive psychology,1,0,0,0,0
cogency,1,0,0,0,0
cogitating,0,0,1,0,0
cogitated,0,0,1,0,0
cogitation,1,0,0,0,0
cognition,1,0,0,0,0
cohabit,0,0,1,0,0
coincidental,0,1,0,0,0
coital,0,1,0,0,0
coincident indicator,1,0,0,0,0
coincided,0,0,1,0,0
coffer,1,0,0,0,0
cognac,1,0,0,0,0
cohesion,1,1,0,0,0
coincidentally,0,0,0,0,1
coffin,1,0,0,0,0
coining,0,0,1,0,0
cohabited,0,0,1,0,0
coir,1,0,0,0,0
coiling,0,0,1,0,0
cogently,0,0,0,0,1
coherence,1,0,0,0,0
cohered,0,0,1,0,0
cognoscenti,1,0,0,0,0
cohort,1,0,0,0,0
cohere,0,0,1,0,0
cognizance,1,0,0,0,0
coherent,0,1,0,0,1
cohabiting,0,0,1,0,0
coitus,1,0,0,0,0
coherently,0,0,0,0,1
coiffure,1,0,0,0,0
coincide,0,0,1,0,0
cohabitant,1,0,0,0,0
coined,0,0,1,0,0
cohabitation,1,0,0,0,0
coiffed,0,1,0,0,0
coinage,1,0,0,0,0
coign of vantage,1,0,0,0,0
cognizant,0,1,0,0,0
coil,1,0,1,0,0
cogent,1,1,0,0,0
cogwheel,1,0,0,0,0
coiffeur,1,0,0,0,0
coke,1,0,0,0,0
coiled,0,1,0,0,0
cohering,0,0,1,0,0
Cohesion Fund,1,0,0,0,0
coitus interruptus,1,0,0,0,0
coin,1,0,1,0,0
coinciding,0,0,1,0,0
cokehead,1,0,0,0,0
cola,1,0,0,0,0
colchicine,1,0,0,0,0
cohesive,0,1,0,0,0
cold brew,1,1,0,0,0
cog,1,0,0,0,0
colander,1,0,0,0,0
cold cash,1,0,0,0,0
cold case,1,0,0,0,0
cold frame,1,0,0,0,0
cold shoulder,1,1,1,0,0
col,1,0,0,0,0
coldly,0,0,0,0,1
cold-hearted,0,1,0,0,0
cold war,1,0,0,0,0
cold storage,1,0,0,0,0
colla,0,0,0,0,0
cold sweat,1,0,0,0,0
collaborating,0,0,1,0,0
collaborator,1,0,0,0,0
collagenous colitis,1,0,0,0,0
cold,1,1,0,0,0
colitis,1,0,0,0,0
cold cream,1,0,0,0,0
coley,1,0,0,0,0
cold fusion,1,0,0,0,0
cold front,1,0,0,0,0
cold fish,1,0,0,0,0
cold-calling,1,0,0,0,0
cold-eyed,0,1,0,0,0
cold-call,1,0,1,0,0
cold snap,1,0,0,0,0
coleslaw,1,0,0,0,0
colicky,0,1,0,0,0
collaborative working,1,0,0,0,0
colic,1,0,0,0,0
collaborated,0,0,1,0,0
cold-blooded,0,1,0,0,0
collaboration,1,0,0,0,0
collaborative software,1,0,0,0,0
collaborate,1,1,1,0,0
collagen,1,0,0,0,0
collaborative,0,1,0,0,0
collaborationist,0,1,0,0,0
cold turkey,1,0,0,0,0
collaboratively,0,0,0,0,1
cold sore,1,0,0,0,0
coldness,1,0,0,0,0
collage,1,0,0,0,0
collapsed,0,1,0,0,0
collapse,1,0,1,0,0
collarbone,1,0,0,0,0
collapsible,0,1,0,0,0
cold cuts,1,0,0,0,0
collaring,0,0,1,0,0
collateral,1,1,0,0,0
collate,1,0,1,0,0
collapsing,0,0,1,0,0
collar,1,0,1,0,0
collared,0,0,1,0,0
collation,1,0,0,0,0
collateral deflation,1,0,0,0,0
collection agency,1,0,0,0,0
collecting,0,0,1,0,0
collector's item,1,0,0,0,0
collated,0,0,1,0,0
collateralize,0,0,1,0,0
colleague,1,0,0,0,0
collectible,1,0,0,0,0
collected,0,1,0,0,0
collecting flask,1,0,0,0,0
collateralized debt organizations,1,0,0,0,0
collating,0,0,1,0,0
collectivist,0,1,0,0,0
collectivity,1,0,0,0,0
collection and delivery,1,0,0,0,0
collateral damage,1,0,0,0,0
collided,0,0,1,0,0
collie,1,0,0,0,0
collateral material,1,0,0,0,0
colliding,0,0,1,0,0
collegial,0,1,0,0,0
collateralized bond obligations,1,0,0,0,0
collateralized mortgage obligations,1,0,0,0,0
collective agreement,1,0,0,0,0
colloquium,1,0,0,0,0
collard,1,0,0,0,0
collusive tendering,1,0,0,0,0
collectable,1,1,0,0,0
collect,1,1,1,0,1
collateralized debt obligations,1,0,0,0,0
colloquial,0,1,0,0,0
collegiality,1,0,0,0,0
colluding,0,0,1,0,0
