word,noun,adjective,verb,phrasal verb,adverb
clamour,1,0,1,0,0
civil servant,1,0,0,0,0
cl,0,0,0,0,0
clannishly,0,0,0,0,1
claim form,1,0,0,0,0
civilizing,0,0,1,0,0
civilized,0,1,0,0,0
clapped,0,0,0,0,0
clamouring,0,0,1,0,0
clamp,1,0,1,0,0
clanging,1,0,1,0,0
clapper,1,0,0,0,0
clangour,1,0,0,0,0
clan,1,0,0,0,0
clamping,0,0,1,0,0
clannish,0,1,0,0,0
clamminess,1,0,0,0,0
clap,0,0,1,1,0
clapped out,0,1,0,0,0
clangorous,0,1,0,0,0
civilization,1,0,0,0,0
clanswoman,1,0,0,0,0
clambered,0,0,1,0,0
clapback,1,0,0,0,0
clapping,0,0,0,0,0
clarify,1,0,1,0,0
clapboard,1,0,0,0,0
clannishness,1,0,0,0,0
clapometer,1,0,0,0,0
clapperboard,1,0,0,0,0
claqueur,1,0,0,0,0
claque,1,0,0,0,0
clampdown,1,0,0,0,0
claptrap,1,0,0,0,0
clarifying,0,0,1,0,0
class war,1,0,0,0,0
clasped,0,0,1,0,0
claret,1,0,0,0,0
classical,0,1,0,0,0
clarion call,1,0,0,0,0
class-conscious,0,1,0,0,0
clanged,1,0,1,0,0
clarinet,1,0,0,0,0
clamped,0,0,1,0,0
clashed,0,0,1,0,0
classic,1,1,0,0,0
clandestinely,0,0,0,0,1
classically,0,0,0,0,1
class A/B/C share,1,0,0,0,0
classicism,1,0,0,0,0
classifiable,0,1,0,0,0
class warrior,1,0,0,0,0
clarity,1,0,0,0,0
classical music,1,0,0,0,0
classified,0,1,0,0,0
classics,0,0,0,0,0
class action,1,0,0,0,0
classmate,1,0,0,0,0
Clarkson's disease,1,0,0,0,0
classed,0,0,1,0,0
clasping,0,0,1,0,0
classicist,1,0,0,0,0
clarified,0,1,0,0,0
clanking,1,0,1,0,0
clasp,1,0,1,0,0
classic car,1,0,0,0,0
clashing,0,0,1,0,0
classification,1,0,0,0,0
clandestine,0,1,0,0,1
classification authority,1,0,0,0,0
classification society,1,0,0,0,0
classing,0,0,1,0,0
classified common stock,1,0,0,0,0
clasp knife,1,0,0,0,0
classwork,1,0,0,0,0
class struggle,1,0,0,0,0
classical economics,1,0,0,0,0
classified ad,1,0,0,0,0
clash,1,0,1,0,0
clavicle,1,0,0,0,0
classroom,1,0,0,0,0
clattered,1,0,1,0,0
clang,1,0,1,0,0
classless,0,1,0,0,0
clatter,1,0,1,0,0
clay pigeon,1,0,0,0,0
clayey,0,1,0,0,0
claustrophobia,1,1,0,0,0
claused bill of lading,1,0,0,0,0
claustrophobic,1,1,0,0,0
claw,1,0,1,0,0
classware,1,0,0,0,0
clattering,1,0,1,0,0
clarinettist,1,0,0,0,0
clean opinion,1,0,0,0,0
clean-limbed,0,1,0,0,0
clean-air,0,1,0,0,0
classy,0,1,0,0,0
clean,0,0,1,1,0
clastic,0,1,0,0,0
clay,1,0,0,0,0
clean-cut,0,1,0,0,0
clawed,0,0,1,0,0
clavichord,1,0,0,0,0
clawback,1,0,0,0,0
clause,1,0,0,0,0
clean bill of lading,1,0,0,0,0
classifieds,1,0,0,0,0
clean balance sheet,1,0,0,0,0
clean bill of health,1,0,0,0,0
clavicular,0,1,0,0,0
classified advertisement,1,0,0,0,0
clean eating,1,0,0,0,0
class,1,1,1,0,0
classifying,0,1,1,0,0
clean bowled,0,1,0,0,0
clawing,0,0,1,0,0
classified directory,1,0,0,0,0
classify,0,0,1,0,0
clean-living,0,1,0,0,0
clean-shaven,0,1,0,0,0
cleaned,0,0,1,0,0
clean-out,1,0,0,0,0
cleansing,0,1,0,0,0
cleanup,1,0,0,0,0
clear l,1,0,0,0,0
cleanser,1,0,0,0,0
cleanliness,1,0,0,0,0
cleanly,0,0,0,0,1
clear,0,0,1,1,0
cleanse,1,0,1,0,0
clear head,1,1,0,0,0
cleaner,1,0,0,0,0
clearance sale,1,0,0,0,0
clear-headed,0,1,0,0,0
clearer,1,0,0,0,0
clearing house,1,0,0,0,0
cleavage,1,0,0,0,0
clear-cut,0,1,0,0,0
Clearnet,1,0,0,0,0
clear-sighted,0,1,0,0,0
clearly,0,0,0,0,1
cleanness,1,0,0,0,0
clearing,1,0,0,0,0
clearing bank,1,0,0,0,0
clearance,1,0,0,0,0
clearway,1,0,0,0,0
cleared,0,0,1,0,0
cleaning,1,0,0,0,0
cleansed,0,0,1,0,0
clearheaded,0,1,0,0,0
cleave,0,0,1,0,0
cleaver,1,0,0,0,0
clean-up,1,0,1,1,0
clearing agent,1,0,0,0,0
cleat,1,0,0,0,0
cleft palate,1,0,0,0,0
cleft lip,1,0,0,0,0
clerical collar,1,0,0,0,0
clemency,1,0,0,0,0
cleverly,0,0,0,0,1
clerking,0,0,1,0,0
click and collect,1,1,0,0,0
clerked,0,0,1,0,0
cleft sentence,1,0,0,0,0
clergyman,1,0,0,0,0
clement,0,1,0,0,0
click fraud,1,0,0,0,0
clef,1,0,0,0,0
click,1,0,1,0,0
cleft,1,1,0,0,0
clementine,1,0,0,0,0
clicked,0,0,1,0,0
clench,0,0,1,0,0
clerical assistant,1,0,0,0,0
cleric,1,0,0,0,0
clematis,1,0,0,0,0
clenching,0,0,1,0,0
cleft stick,1,0,0,0,0
clerical,0,1,0,0,0
clergywoman,1,0,0,0,0
cliché-ridden,0,1,0,0,0
cleverness,1,0,0,0,0
clever-clever,0,1,0,0,0
clergy,1,0,0,0,0
clichéd,0,1,0,0,0
clickbait,1,0,0,0,0
clickpath,1,0,0,0,0
click-through,1,0,0,0,0
clickable,0,1,0,0,0
clicker,1,0,0,0,0
clicking,0,0,1,0,0
clicktivism,1,0,0,0,0
clever,0,1,0,0,1
clear,0,1,1,0,1
clickstream,1,0,0,0,0
clenched,0,0,1,0,0
client state,1,0,0,0,0
client base,1,0,0,0,0
clientele,1,0,0,0,0
clerk,1,0,1,0,0
client account,1,0,0,0,0
CLIL,1,0,0,0,0
client-server,0,1,0,0,0
client,1,0,0,0,0
cliff edge,1,0,0,0,0
climaxing,0,0,1,0,0
climatarian,1,0,0,0,0
climb,1,0,1,0,0
clifftop,1,0,0,0,0
climate emergency,1,0,0,0,0
climate crisis,1,0,0,0,0
cliffhanger,1,0,0,0,0
climate,1,1,0,0,0
climactic,0,1,0,0,0
climaxed,0,0,1,0,0
Cleveland,1,0,0,0,0
climbdown,1,0,0,0,0
climate change,1,0,0,0,0
climax,1,0,1,0,0
clinched,0,0,1,0,0
clime,1,0,0,0,0
clinch,1,0,1,0,0
climatologist,1,0,0,0,0
climber,1,0,0,0,0
clin.,0,0,0,0,0
climbing wall,1,0,0,0,0
clincher,1,0,0,0,0
climbed,0,0,1,0,0
click-through rate,1,0,0,0,0
climbing frame,1,0,0,0,0
climbing,1,1,0,0,0
clicktivist,1,0,0,0,0
climatic,0,1,0,0,0
climatology,1,0,0,0,0
cliff,1,0,0,0,0
climatological,0,1,0,0,0
clinching,0,0,1,0,0
cling,0,0,1,0,0
cline,1,0,0,0,0
cling film,1,0,0,0,0
clinging,0,1,0,0,0
clinically,0,0,0,0,1
clinical obesity,1,0,0,0,0
clique,1,0,0,0,0
clip joint,1,0,0,0,0
clinical governance,1,0,0,0,0
clinical thermometer,1,0,0,0,0
clinic,1,0,0,0,0
clinically obese,0,1,0,0,0
clip-clop,1,0,1,0,0
clinical,0,1,0,0,0
cliquier,0,0,0,0,0
clitoris,1,0,0,0,0
clinician,1,0,0,0,0
clipper,1,0,0,0,0
clipboard,1,0,0,0,0
cloakroom,1,0,0,0,0
clip,1,0,1,0,0
clitoral,0,1,0,0,0
clinical depression,1,0,0,0,0
clipping,1,0,0,0,0
clinically depressed,0,1,0,0,0
clink,1,0,1,0,0
clip art,1,0,0,0,0
clinking,1,1,0,0,0
clingy,0,1,0,0,0
clinked,0,0,1,0,0
clipped,0,1,0,0,0
clit,1,0,0,0,0
clinker,1,0,0,0,0
cliquey,0,1,0,0,0
clippers,1,0,0,0,0
clip-on,1,1,0,0,0
cloak-and-dagger,0,1,0,0,0
clitoridis,1,0,0,0,0
cliquiest,0,0,0,0,0
cloaked,0,0,1,0,0
cloaking,0,0,1,0,0
cloak,1,0,1,0,0
clobbering,0,0,1,0,0
clobber,1,0,1,0,0
clockwork,1,0,0,0,0
cloistered,0,1,0,0,0
cloister,1,0,0,0,0
clock,0,0,1,1,0
clodhopping,0,1,0,0,0
close season,1,0,0,0,0
close company,1,0,0,0,0
cloned,0,0,1,0,0
close-cropped,0,1,0,0,0
clodhopper,1,0,0,0,0
close,0,0,1,1,0
clogged,0,1,0,0,0
clone,1,0,1,0,0
clock radio,1,0,0,0,0
clod,1,0,0,0,0
close call,1,0,0,0,0
clocking,0,0,1,0,0
clock speed,1,0,0,0,0
clog,1,0,1,0,0
close shave,1,0,0,0,0
close-grained,0,1,0,0,0
close-down,1,0,0,0,0
close-knit,0,1,0,0,0
close-run,0,1,0,0,0
clock-watcher,1,0,0,0,0
closed book,1,0,0,0,0
closed company,1,0,0,0,0
closed,0,1,0,0,0
clobbered,0,0,1,0,0
clock-watching,1,0,0,0,0
closed-door policy,1,0,0,0,0
cloth-eared,0,1,0,0,0
clockwise,0,1,0,0,1
closed-end investment company,1,0,0,0,0
closed-circuit television,1,0,0,0,0
cloche,1,0,0,0,0
clock tower,1,0,0,0,0
clothes basket,1,0,0,0,0
closed shop,1,0,0,0,0
clocked,0,0,1,0,0
close-fitting,0,1,0,0,0
closed-circuit,0,1,0,0,0
closed-end,0,1,0,0,0
closing-down sale,1,0,0,0,0
closed-door,0,1,0,0,0
close-up,1,0,0,0,0
closing balance,1,0,0,0,0
closeup,1,0,0,0,0
closed market,1,0,0,0,0
closing stock,1,0,0,0,0
clothes,1,0,0,0,0
closing entry,1,0,0,0,0
closely,0,0,0,0,1
closeness,1,0,0,0,0
closed-end fund,1,0,0,0,0
closing statement,1,0,0,0,0
close-set,0,1,0,0,0
cloning,1,1,0,0,0
closed-casket,0,1,0,0,0
closet,1,1,1,0,0
closure,1,0,0,0,0
closeted,0,1,0,0,0
clothe,0,0,1,0,0
closing time,1,0,0,0,0
closely held company,1,0,0,0,0
closed bid,1,0,0,0,0
closing,1,1,0,0,0
closing date,1,0,0,0,0
closeting,0,0,1,0,0
closing price,1,0,0,0,0
clothed,0,1,0,0,0
cloth,1,0,0,0,0
closeout,1,0,0,0,0
closed season,1,0,0,0,0
clothes horse,1,0,0,0,0
clothes brush,1,0,0,0,0
clot,1,0,1,0,0
clothes peg,1,0,0,0,0
clothesline,1,0,0,0,0
clothing,1,0,0,0,0
clothes hanger,1,0,0,0,0
clotted cream,1,0,0,0,0
cloture,1,0,0,0,0
clotted,0,0,0,0,0
clove,1,0,1,0,0
clover,1,0,0,0,0
cloud cuckoo land,0,0,0,0,0
cloud,1,0,1,0,0
cloud bank,1,0,0,0,0
cloud computing,1,0,0,0,0
cloying,0,1,0,0,0
clowned,0,0,1,0,0
cloudburst,1,0,0,0,0
clouted,0,0,1,0,0
cloyingly,0,0,0,0,1
cloudless,0,1,0,0,0
cloven,0,1,1,0,0
clout,1,0,1,0,0
cloud on title,1,0,0,0,0
clotting,1,0,0,0,0
club,0,0,1,1,0
cloud chamber,1,0,0,0,0
cloverleaf,1,0,0,0,0
cloudware,1,0,0,0,0
clouding,0,0,1,0,0
cloud seeding,1,0,0,0,0
cloud-capped,0,1,0,0,0
club sandwich,1,0,0,0,0
clouded,0,0,1,0,0
cloverleaves,0,0,0,0,0
cloudy,0,1,0,0,0
clouting,0,0,1,0,0
clubland,1,0,0,0,0
clowning,0,0,1,0,0
clown,1,0,1,0,0
clothespin,1,0,0,0,0
club soda,1,0,0,0,0
clubber,1,0,0,0,0
clownfish,1,0,0,0,0
clue,0,0,1,1,0
clubs,0,0,0,0,0
clung,0,0,1,0,0
club account,1,0,0,0,0
clubbed,0,0,0,0,0
clustering,0,0,1,0,0
cluster analysis,1,0,0,0,0
clucked,0,0,1,0,0
clubhouse,1,0,0,0,0
cluster headache,1,0,0,0,0
clustered,0,0,1,0,0
clumped,0,0,1,0,0
clusterfuck,1,0,0,0,0
clucking,0,0,1,0,0
CMM,1,0,0,0,0
CMA,0,0,0,0,0
cluttering,0,1,1,0,0
clumsiness,1,0,0,0,0
Clwyd,1,0,0,0,0
cluster bomb,1,0,0,0,0
clozapine,1,0,0,0,0
co-brother,1,0,0,0,0
cloy,0,0,1,0,0
clueless,0,1,0,0,0
CMYK,1,0,0,0,0
clumsy,0,1,0,0,0
co-author,1,0,1,0,0
clubbing,1,0,0,0,0
clumping,0,0,1,0,0
CMBS,1,0,0,0,0
co-chairman,1,0,0,0,0
co-existed,0,0,1,0,0
co-existing,0,0,1,0,0
CMOs,1,0,0,0,0
clutch,0,0,1,1,0
cluster,1,0,1,0,0
CNC,0,0,0,0,0
clutches,0,0,0,0,0
CLV,1,0,0,0,0
clutter,1,0,1,0,0
CMV,1,0,0,0,0
co-,1,0,0,0,0
co-wife,1,0,0,0,0
CNA,1,0,0,0,0
club,1,0,1,0,0
co-ed,1,1,0,0,0
clumsily,0,0,0,0,1
clump,1,0,1,0,0
co-exist,0,0,1,0,0
CND,1,0,0,0,0
cm,1,0,0,0,0
CLU,0,0,0,0,0
clued up,0,1,0,0,0
co-CEO,1,0,0,0,0
co-opted,0,0,1,0,0
co-opting,0,0,1,0,0
co-manager,1,0,0,0,0
co-ownership,1,0,0,0,0
clucky,0,1,0,0,0
co-insurance,1,0,0,0,0
co-mingle,0,0,1,0,0
CNS,1,0,0,0,0
clutched,0,0,1,0,0
clutching,0,0,1,0,0
cluttered,0,1,0,0,0
clunker,1,0,0,0,0
cluck,0,0,1,0,0
co-op,1,0,0,0,0
co-sister,1,0,0,0,0
co-existence,1,0,0,0,0
co-owner,1,0,0,0,0
co-determination,1,0,0,0,0
co-found,1,0,1,0,0
co-opt,0,0,1,0,0
co-own,0,0,1,0,0
co-housing,1,0,0,0,0
co-respondent,1,0,0,0,0
co-living,1,0,0,0,0
co-parent,1,0,1,0,0
co-head,1,0,0,0,0
co-starring,0,0,0,0,0
co-manage,0,0,1,0,0
co-pilot,1,0,0,0,0
clunky,0,1,0,0,0
clunk,1,0,1,0,0
co-worker,1,0,0,0,0
co-wives,0,0,0,0,0
co-sponsor,1,0,1,0,0
co-production,1,0,0,0,0
co-star,1,0,1,0,0
clutch bag,1,0,0,0,0
co-starred,0,0,0,0,0
CNN,1,0,0,0,0
CNP,0,0,0,0,0
co-writing,0,0,0,0,0
co-write,0,0,1,0,0
co-writer,1,0,0,0,0
co-wrote,0,0,0,0,0
co-written,0,0,0,0,0
coaching,1,1,0,0,0
coagulation,1,0,0,0,0
coach,1,0,1,0,1
coalescence,1,0,0,0,0
coalescing,0,0,1,0,0
coach class,1,0,0,0,1
coachwork,1,0,0,0,0
coal,1,0,0,0,0
coach station,1,0,0,0,0
coal-fired,0,1,0,0,0
coal miner,1,0,0,0,0
coal bunker,1,0,0,0,0
coarticulation,1,0,0,0,0
coal tar,1,0,0,0,0
coagulated,0,0,1,0,0
coalfield,1,0,0,0,0
coalesced,0,0,1,0,0
coalition,1,0,0,0,0
coarsening,0,0,1,0,0
coalesce,0,0,1,0,0
coarctation of the aorta,1,0,0,0,0
coarsely,0,0,0,0,1
coal mining,1,0,0,0,0
coast,1,0,1,0,0
coarse,1,1,0,0,1
coarsened,0,0,1,0,0
.co.uk,0,0,0,0,0
coarsen,0,0,1,0,0
coalface,1,0,0,0,0
Coast Guardsman,1,0,0,0,0
coastal elite,1,0,0,0,0
coached,0,0,1,0,0
coagulating,0,0,1,0,0
coastal,0,1,0,0,0
coagulate,0,0,1,0,0
coal black,1,1,0,0,0
coastguard,1,0,0,0,0
coasted,0,0,1,0,0
coat hanger,1,0,0,0,0
coaxingly,0,0,0,0,1
cochlea,1,1,0,0,0
COBOL,1,0,0,0,0
Coca-Cola,1,0,0,0,0
cochineal,1,0,0,0,0
coaxial,0,1,0,0,0
coax,0,0,1,1,0
cobber,1,0,0,0,0
cocaine,1,0,0,0,0
coat-tails,1,0,0,0,0
cobalt,1,1,0,0,0
coat,1,0,1,0,0
coccygeal,0,1,0,0,0
coaster,1,0,0,0,0
coated,0,1,0,0,0
coal scuttle,1,0,0,0,0
coasting,0,0,1,0,0
coatigan,1,0,0,0,0
coastline,1,0,0,0,0
coccygeus,1,0,0,0,0
coal mine,1,0,0,0,0
coati,1,0,0,0,0
coccyxes,0,0,0,0,0
coating,1,0,0,0,0
coats of arms,0,0,0,0,0
coat of arms,1,0,0,0,0
coaxing,1,0,0,0,0
cobble,1,0,0,0,0
cob,1,0,0,0,0
coarseness,1,0,0,0,0
cobweb,1,0,0,0,0
cobra,1,0,0,0,0
cobbled,0,1,0,0,0
cobnut,1,0,0,0,0
coasteering,1,0,0,0,0
cochlear,0,1,0,0,0
cock,1,0,1,0,0
cochlear implant,1,0,0,0,0
cobbler,1,0,0,0,0
coccyges,0,0,0,0,0
coccygei,0,0,0,0,0
cock of the walk,1,0,0,0,0
coccyx,1,0,0,0,0
cock-a-doodle-do,0,0,0,0,0
cock-a-leekie,1,0,0,0,0
cock-a-hoop,0,1,0,0,0
cock-up,1,0,0,0,0
cochleae,0,0,0,0,0
cockfight,1,0,0,0,0
cocktail dress,1,0,0,0,0
cock-and-bull story,1,0,0,0,0
cocktease,1,0,0,0,0
cockade,1,0,0,0,0
cocktail lounge,1,0,0,0,0
cocksure,0,1,0,0,0
cocoa butter,1,0,0,0,0
cocktail stick,1,0,0,0,0
cocoa bean,1,0,0,0,0
cockatoo,1,0,0,0,0
cocoa,1,0,0,0,0
cockapoo,1,0,0,0,0
cocooning,0,0,1,0,0
cocky,0,1,0,0,0
cockpit,1,0,0,0,0
cocoon,1,0,1,0,0
cocked,0,1,0,0,0
cod,1,1,0,0,1
cod liver oil,1,0,0,0,0
cockeyed,0,1,0,0,1
cock-a-doodle-doo,1,0,0,0,0
cockle,1,0,0,0,0
cocktail,1,0,0,0,0
cockerel,1,0,0,0,0
cocking,0,0,1,0,0
code-sharing,1,0,0,0,0
coda,1,0,0,0,0
code monkey,1,0,0,0,0
cockney rhyming slang,1,0,0,0,0
cockamamie,0,1,0,0,0
cockchafer,1,0,0,0,0
code division multiple access,1,0,0,0,0
coconut shy,1,0,0,0,0
cockroach,1,0,0,0,0
codger,1,0,0,0,0
codified,0,0,1,0,0
coddling,0,0,1,0,0
coding,0,0,1,0,0
coaxed,1,0,1,0,1
coder,1,0,0,0,0
cockney,1,1,0,0,0
codifying,0,0,1,0,0
Code of Banking Practice,1,0,0,0,0
code of practice,1,0,0,0,0
cocker spaniel,1,0,0,0,0
codices,0,0,0,0,0
codification,1,0,0,0,0
codicil,1,0,0,0,0
coddle,0,0,1,0,0
code,1,1,1,0,0
codependency,1,0,0,0,0
coconut butter,1,0,0,0,0
code switch,0,0,1,0,0
code violation,1,0,0,0,0
codependent,0,1,0,0,0
codex,1,0,0,0,0
coddled,0,0,1,0,0
code word,1,0,0,0,0
codeshare,1,0,1,0,0
codpiece,1,0,0,0,0
cocktail party,1,0,0,0,0
coeducation,1,0,0,0,0
cockscomb,1,0,0,0,0
codswallop,1,0,0,0,0
coeliac disease,1,0,0,0,0
coefficient,1,0,0,0,0
coelenterate,1,0,0,0,0
coeducational,0,1,0,0,0
coequal,1,1,0,0,0
coconut,1,0,0,0,0
coenzyme,1,0,0,0,0
cockcrow,1,0,0,0,0
coercing,0,0,1,0,0
coercive,0,1,0,0,0
coercive control,1,0,0,0,0
coexist,1,0,1,0,0
code name,1,0,1,0,0
code of conduct,1,0,0,0,0
codeine,1,0,0,0,0
coconut milk,1,0,0,0,0
coffeehouse,1,0,0,0,0
coconut cream,1,0,0,0,0
codon,1,0,0,0,0
coffee maker,1,0,0,0,0
coffee cake,1,0,0,0,0
coercion,1,0,0,0,0
cogitated,0,0,1,0,0
coexistence,1,0,0,0,0
code switching,1,0,0,0,0
coconut matting,1,0,0,0,0
cogently,0,0,0,0,1
coerce,1,1,1,0,0
coffee house,1,0,0,0,0
coffee klatch,1,0,0,0,0
codec,1,0,0,0,0
cogitation,1,0,0,0,0
cogitating,0,0,1,0,0
coffer,1,0,0,0,0
coffee machine,1,0,0,0,0
coded,0,1,0,0,0
cognitive,0,1,0,0,0
cocooned,0,0,1,0,0
cofferdam,1,0,0,0,0
coffee grinder,1,0,0,0,0
coffee morning,1,0,0,0,0
coerced,0,0,1,0,0
coffee break,1,0,0,0,0
coffee bean,1,0,0,0,0
cognac,1,0,0,0,0
coffee-coloured,0,1,0,0,0
codify,0,0,1,0,0
coffeemaker,1,0,0,0,0
cogency,1,0,0,0,0
coffee,1,0,0,0,0
coffers,0,0,0,0,0
coeval,1,1,0,0,0
coffee shop,1,0,0,0,0
coffin dodger,1,0,0,0,0
coffee bar,1,0,0,0,0
cog,1,0,0,0,0
coffee table,1,0,0,0,0
cogitate,0,0,1,0,0
cognate,1,1,0,0,0
cogent,1,1,0,0,0
cognitive dissonance,1,0,0,0,0
cognition,1,0,0,0,0
cognitive psychology,1,0,0,0,0
cognitive bias,1,0,0,0,0
cognizant,0,1,0,0,0
cognizance,1,0,0,0,0
cognitive therapy,1,0,0,0,0
COGS,1,0,0,0,0
cogwheel,1,0,0,0,0
cognoscenti,1,0,0,0,0
coinage,1,0,0,0,0
coincided,0,0,1,0,0
Cohesion Fund,1,0,0,0,0
cohabitant,1,0,0,0,0
coiffure,1,0,0,0,0
coign of vantage,1,0,0,0,0
coined,0,0,1,0,0
coitus interruptus,1,0,0,0,0
coincident indicator,1,0,0,0,0
coincidence,1,1,0,0,1
coherent,0,1,0,0,1
cohabitation,1,0,0,0,0
cohabited,0,0,1,0,0
coherence,1,0,0,0,0
coffin,1,0,0,0,0
coiffed,0,1,0,0,0
cohort,1,0,0,0,0
cohabit,0,0,1,0,0
cohabiting,0,0,1,0,0
cohere,0,0,1,0,0
coke,1,0,0,0,0
cohering,0,0,1,0,0
coiling,0,0,1,0,0
cohered,0,0,1,0,0
cohesion,1,1,0,0,0
coherently,0,0,0,0,1
coincide,0,0,1,0,0
coil,1,0,1,0,0
coiffeur,1,0,0,0,0
coincidental,0,1,0,0,0
coffee-table book,1,0,0,0,0
coffee pot,1,0,0,0,0
coitus,1,0,0,0,0
coining,0,0,1,0,0
coin,1,0,1,0,0
cohesive,0,1,0,0,0
coir,1,0,0,0,0
coiled,0,1,0,0,0
coincident,0,1,0,0,0
coincidentally,0,0,0,0,1
cokehead,1,0,0,0,0
coinciding,0,0,1,0,0
col,1,0,0,0,0
cold brew,1,1,0,0,0
colander,1,0,0,0,0
cold case,1,0,0,0,0
cold-eyed,0,1,0,0,0
colic,1,0,0,0,0
collaborative working,1,0,0,0,0
collaboratively,0,0,0,0,1
collaborative,0,1,0,0,0
colla,0,0,0,0,0
colicky,0,1,0,0,0
coldly,0,0,0,0,1
coleslaw,1,0,0,0,0
cold cash,1,0,0,0,0
colchicine,1,0,0,0,0
cold sore,1,0,0,0,0
collaborator,1,0,0,0,0
cold cuts,1,0,0,0,0
cold snap,1,0,0,0,0
cola,1,0,0,0,0
cold frame,1,0,0,0,0
cold front,1,0,0,0,0
cold sweat,1,0,0,0,0
cold storage,1,0,0,0,0
cold-call,1,0,1,0,0
collaborationist,0,1,0,0,0
cold-calling,1,0,0,0,0
collaborative software,1,0,0,0,0
collaborating,0,0,1,0,0
cold cream,1,0,0,0,0
collaboration,1,0,0,0,0
cold shoulder,1,1,1,0,0
collage,1,0,0,0,0
cold-blooded,0,1,0,0,0
cold fusion,1,0,0,0,0
cold,1,1,0,0,0
cold fish,1,0,0,0,0
collapsible,0,1,0,0,0
cold turkey,1,0,0,0,0
coley,1,0,0,0,0
collard,1,0,0,0,0
coital,0,1,0,0,0
collar,1,0,1,0,0
cold war,1,0,0,0,0
collapse,1,0,1,0,0
collapsed,0,1,0,0,0
collaborated,0,0,1,0,0
collateralized debt obligations,1,0,0,0,0
collectivist,0,1,0,0,0
collateralized mortgage obligations,1,0,0,0,0
collectivism,1,0,0,0,0
collating,0,0,1,0,0
collectivization,1,0,0,0,0
collate,1,0,1,0,0
collapsing,0,0,1,0,0
collection agency,1,0,0,0,0
colleague,1,0,0,0,0
collateralized bond obligations,1,0,0,0,0
collated,0,0,1,0,0
collection and delivery,1,0,0,0,0
collation,1,0,0,0,0
collared,0,0,1,0,0
coldness,1,0,0,0,0
collateral material,1,0,0,0,0
collateralized debt organizations,1,0,0,0,0
collection ratio,1,0,0,0,0
collectible,1,0,0,0,0
collateralize,0,0,1,0,0
collateral,1,1,0,0,0
collateral deflation,1,0,0,0,0
collateral damage,1,0,0,0,0
collagenous colitis,1,0,0,0,0
collective policy,1,0,0,0,0
collective redundancy,1,0,0,0,0
collection,1,0,0,0,0
collected,0,1,0,0,0
collecting flask,1,0,0,0,0
collectively,0,0,0,0,1
collaborate,1,1,1,0,0
collective agreement,1,0,0,0,0
collective,1,1,0,0,1
collective security,1,0,0,0,0
collecting,0,0,1,0,0
collective bargaining,1,0,0,0,0
collarbone,1,0,0,0,0
collectorate,1,0,0,0,0
colleen,1,0,0,0,0
collegial,0,1,0,0,0
collector,1,0,0,0,0
colitis,1,0,0,0,0
college,1,0,0,0,0
collegia,0,0,0,0,0
collaring,0,0,1,0,0
cold-hearted,0,1,0,0,0
collect,1,1,1,0,1
collegiate,0,1,0,0,0
colliculi,0,0,0,0,0
collide,0,0,1,0,0
collision damage waiver,1,0,0,0,0
collector's item,1,0,0,0,0
colliding,0,0,1,0,0
Colombian,1,1,0,0,0
collegiality,1,0,0,0,0
colliculus,1,0,0,0,0
colorectal,0,1,0,0,0
Colorado,1,0,0,0,0
colorway,1,0,0,0,0
colosseum,1,0,0,0,0
colossi,0,0,0,0,0
colonist,1,0,0,0,0
colonialist,1,1,0,0,0
colorless,0,1,0,0,0
collider,1,0,0,0,0
collocate,0,0,1,0,0
colossal,0,1,0,0,0
colossus,1,0,0,0,0
colonic irrigation,1,0,0,0,0
Colonel Blimp,1,0,0,0,0
collocated,0,0,1,0,0
colonized,0,0,1,0,0
colluding,0,0,1,0,0
collectable,1,1,0,0,0
collocation,1,0,0,0,0
colonizing,0,0,1,0,0
collocating,0,0,1,0,0
colloquially,0,0,0,0,1
color,1,1,1,0,0
colonoscope,1,0,0,0,0
colored,0,1,0,0,0
colloquy,1,0,0,0,0
Colombia,1,0,0,0,0
colloquial,0,1,0,0,0
color line,1,0,0,0,0
colonic,1,1,0,0,0
colloquium,1,0,0,0,0
collusion,1,0,0,0,0
colossuses,0,0,0,0,0
colors,0,0,0,0,0
collusive tendering,1,0,0,0,0
colony,1,0,1,0,0
colonization,1,0,0,0,0
colonoscopy,1,0,0,0,0
coloring,1,0,0,0,0
colonize,0,0,1,0,0
collum,1,0,0,0,0
colloquialism,1,0,0,0,0
colones,0,0,0,0,0
colonel,1,0,0,0,0
colon,1,0,0,0,0
color scheme,1,0,0,0,0
colloid,1,0,0,0,0
columbarium,1,0,0,0,0
color bar,1,0,0,0,0
colonnade,1,0,0,0,0
color prejudice,1,0,0,0,0
Colles' fracture,1,0,0,0,0
colorful,0,1,0,0,0
column,1,0,0,0,0
coloured,1,1,0,0,0
Coloradan,1,1,0,0,0
colour blindness,1,0,0,0,0
collision,1,0,0,0,0
combatting,0,0,0,0,0
columnist,1,0,0,0,0
colour-fast,0,1,0,0,0
colour supplement,1,0,0,0,0
combed,0,0,1,0,0
color blindness,1,0,0,0,0
colour scheme,1,0,0,0,0
colour-coded,0,1,0,0,0
colonial,1,1,0,0,0
color wheel,1,0,0,0,0
colour bar,1,0,0,0,0
collegium,1,0,0,0,0
colourless,0,1,0,0,0
colour wheel,1,0,0,0,0
colourful,0,1,0,0,0
collided,0,0,1,0,0
colouring,1,0,0,0,0
coltish,0,1,0,0,0
colour,0,0,1,1,0
